,rcdts,type,school_name,district,city,school_type,chronic_absenteeism,chronic_absenteeism_hispanic_or_latino,percent_ela_proficiency,percent_ela_proficiency_hispanic_or_latino,percent_math_proficiency,percent_math_proficiency_hispanic_or_latino,percent_science_proficiency,percent_science_proficiency_hispanic_or_latino,school_name_2,school_id,address,grade_cat,lat,long,geometry,commnty
1,1.50163E+14,School,Addams Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,36.6,36.2,25.4,25.4,17.3,16.5,47.4,47.8,Addams,609772,10810 S AVENUE H,ES,41.6987388,-87.53297604,c(-87.5329760418085,EAST SIDE
2,1.50163E+14,School,Albany Park Multicultural Elem,City of Chicago SD 299,Chicago,ELEMENTARY,28.1,28.8,17,14.4,8.6,7,35.3,35.3,Albany Park,610212,4929 N SAWYER AVE,ES,41.97150444,-87.71060879,c(-87.7106087886504,ALBANY PARK
3,1.50163E+14,School,Alcott Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,12.8,20.3,66.8,43.1,60.1,42,76.9,61.1,Alcott Es,609774,2625 N ORCHARD ST,ES,41.92984985,-87.64641314,c(-87.6464131367854,LINCOLN PARK
4,1.50163E+14,School,Aldridge Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,45.7,NA,15.1,NA,2.1,NA,25,NA,Aldridge,609848,630 E 131ST ST,ES,41.65740497,-87.60647385,c(-87.6064738469045,RIVERDALE
5,1.50163E+14,School,Ariel Elem Community Academy,City of Chicago SD 299,Chicago,ELEMENTARY,46.5,NA,13.5,NA,7.1,NA,16.5,NA,Ariel,609951,1119 E 46TH ST,ES,41.81117346,-87.59750293,c(-87.5975029309484,KENWOOD
6,1.50163E+14,School,Armour Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,28.5,32.2,36.3,33,19.7,15.7,25,19.5,Armour,609777,950 W 33RD PL,ES,41.83385391,-87.65065316,c(-87.6506531564894,BRIDGEPORT
7,1.50163E+14,School,Armstrong G Elem IntL Studies,City of Chicago SD 299,Chicago,ELEMENTARY,28.4,31.1,38.2,31.7,27,20.4,50.9,48.3,Armstrong G,609779,2110 W GREENLEAF AVE,ES,42.01014998,-87.68444183,c(-87.684441827352,WEST RIDGE
8,1.50163E+14,School,Ashburn Community Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,28.3,49.2,17.2,21.3,8.8,8.5,27.8,33.3,Ashburn,610287,8300 S ST LOUIS AVE,ES,41.74235057,-87.70960968,c(-87.7096096820418,ASHBURN
9,1.50163E+14,School,Ashe Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,52.6,NA,7.4,NA,2.7,NA,15.5,NA,Ashe,610268,8505 S INGLESIDE AVE,ES,41.74018379,-87.60117441,c(-87.6011744080356,CHATHAM
10,1.50163E+14,School,Audubon Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,14.9,32.9,53.3,32.8,55.3,30,75.8,54.5,Audubon,609782,3500 N HOYNE AVE,ES,41.94506223,-87.68104105,c(-87.6810410531295,NORTH CENTER
11,1.50163E+14,School,Avalon Park Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,47.2,NA,21.5,NA,3.7,NA,20.5,NA,Avalon Park,609786,8045 S KENWOOD AVE,ES,41.74824699,-87.59165381,c(-87.5916538108424,AVALON PARK
12,1.50163E+14,School,Avondale - Logandale Elementary School,City of Chicago SD 299,Chicago,ELEMENTARY,33.1,30.8,21.2,20.6,11.8,12.7,40.2,41.1,Avondale-Logandale,610325,3212 W GEORGE ST,ES,41.9339702,-87.70804088,c(-87.7080408764898,AVONDALE
13,1.50163E+14,School,Azuela Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,39.3,39.2,37.6,37.7,14.1,14,42.8,42.4,Azuela,610544,4707 W MARQUETTE RD,ES,41.77107907,-87.73992023,c(-87.7399202337778,WEST LAWN
14,1.50163E+14,School,Barnard Elem Comp Math & Sci Ctr,City of Chicago SD 299,Chicago,ELEMENTARY,33.5,NA,21.9,NA,6.7,NA,32.2,NA,Barnard,609788,10354 S CHARLES ST,ES,41.70513101,-87.65807422,c(-87.6580742240545,BEVERLY
15,1.50163E+14,School,Barry Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,37.9,36.9,16.9,16.4,5.1,4.1,42.4,42.1,Barry,609789,2828 N KILBOURN AVE,ES,41.93251058,-87.73938835,c(-87.7393883510253,HERMOSA
16,1.50163E+14,School,Barton Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,48.7,41,6.3,11.8,3,0,16.2,NA,Barton,609790,7650 S WOLCOTT AVE,ES,41.754194,-87.670927,c(-87.6709271287172,AUBURN GRESHAM
17,1.50163E+14,School,Bass Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,48.1,81.3,7.2,NA,2.6,NA,19.1,NA,Bass,609791,1140 W 66TH ST,ES,41.77424645,-87.65353242,c(-87.6535324201886,ENGLEWOOD
18,1.50163E+14,School,Bateman Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,22.9,24.7,26,19.1,16.6,11.2,46.5,40.2,Bateman,609792,4220 N RICHMOND ST,ES,41.95821984,-87.70215096,c(-87.7021509617819,IRVING PARK
19,1.50163E+14,School,Beard Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,NA,NA,NA,NA,NA,NA,NA,NA,Beard,610083,6445 W STRONG ST,ES,41.97012488,-87.78963033,c(-87.789630331566,NORWOOD PARK
20,1.50163E+14,School,Beasley Elem Magnet Academic Ctr,City of Chicago SD 299,Chicago,ELEMENTARY,33,NA,18.2,NA,14.6,NA,39.3,NA,Beasley,610246,5255 S STATE ST,ES,41.79846496,-87.62569158,c(-87.6256915785025,WASHINGTON PARK
21,1.50163E+14,School,Beaubien Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,21.9,33.8,51.4,35.9,42,22.5,72.6,59.7,Beaubien,609796,5025 N LARAMIE AVE,ES,41.97239395,-87.75756504,c(-87.7575650391747,JEFFERSON PARK
22,1.50163E+14,School,Beethoven Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,50.5,NA,6.6,NA,1.3,NA,8,NA,Beethoven,610237,25 W 47TH ST,ES,41.80913476,-87.62713681,c(-87.6271368054457,GRAND BOULEVARD
23,1.50163E+14,School,Beidler Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,40.8,NA,8.6,9.1,2,9.1,19,NA,Beidler,609797,3151 W WALNUT ST,ES,41.88532104,-87.70585481,c(-87.7058548119994,EAST GARFIELD PARK
24,1.50163E+14,School,Belding Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,25.5,32.5,35.8,24.4,37.5,21,55.3,33.3,Belding,609798,4257 N TRIPP AVE,ES,41.95893849,-87.73401973,c(-87.7340197296642,IRVING PARK
25,1.50163E+14,School,Bell Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,14.5,20.5,68.5,48.6,60.8,40.4,86.4,68.4,Bell,609799,3730 N OAKLEY AVE,ES,41.9495298,-87.68601824,c(-87.686018244326,NORTH CENTER
26,1.50163E+14,School,Belmont-Cragin Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,34,33.5,8.8,8.6,7,6.7,17.2,17.2,Belmont-Cragin,609922,6112 W. FULLERTON AVE,ES,41.92160396,-87.75795257,c(-87.757952573593,BELMONT CRAGIN
27,1.50163E+14,School,Bennett Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,35.5,NA,10.9,NA,1.2,NA,16,NA,Bennett,609800,10115 S PRAIRIE AVE,ES,41.71043495,-87.61739046,c(-87.6173904556927,ROSELAND
28,1.50163E+14,School,Black Magnet Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,10.8,NA,50.9,NA,17.4,NA,57.4,NA,Black,610350,9101 S EUCLID AVE,ES,41.72969236,-87.57664295,c(-87.5766429511429,CALUMET HEIGHTS
29,1.50163E+14,School,Blaine Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,10.8,26,71.5,53.2,59.4,35.5,81.5,55.6,Blaine,609803,1420 W GRACE ST,ES,41.95078052,-87.66496784,c(-87.6649678446654,LAKE VIEW
30,1.50163E+14,School,Blair Early Childhood Center,City of Chicago SD 299,Chicago,ELEMENTARY,NA,NA,NA,NA,NA,NA,NA,NA,Blair,610087,6751 W 63RD PL,ES,41.77655627,-87.79060442,c(-87.7906044245619,CLEARING
31,1.50163E+14,School,Bond Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,45.7,NA,15.9,NA,16.9,NA,33.3,NA,Bond,610238,7050 S MAY ST,ES,41.76536057,-87.65301779,c(-87.6530177863465,ENGLEWOOD
32,1.50163E+14,School,Bouchet Elem Math & Science Acad,City of Chicago SD 299,Chicago,ELEMENTARY,52.3,73.3,10.2,NA,5.5,NA,18.2,NA,Bouchet,609815,7355 S JEFFERY BLVD,ES,41.76084748,-87.57607486,c(-87.576074857114,SOUTH SHORE
33,1.50163E+14,School,Bradwell Comm Arts & Sci Elem Sch,City of Chicago SD 299,Chicago,ELEMENTARY,56,NA,9.4,NA,3.8,NA,13.4,NA,Bradwell,609806,7736 S BURNHAM AVE,ES,41.75436513,-87.55714197,c(-87.5571419710256,SOUTH SHORE
34,1.50163E+14,School,Brennemann Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,39,38.1,13.7,7.3,7.3,3.7,31.9,23.3,Brennemann,610242,4251 N CLARENDON AVE,ES,41.95998416,-87.64974917,c(-87.6497491651626,UPTOWN
35,1.50163E+14,School,Brentano Elem Math & Science Acad,City of Chicago SD 299,Chicago,ELEMENTARY,28.8,34.8,33.2,17.8,20.2,6.7,53.3,37.1,Brentano,609809,2723 N FAIRFIELD AVE,ES,41.9309661,-87.6962942,c(-87.6962941983605,LOGAN SQUARE
36,1.50163E+14,School,Bret Harte Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,35,NA,21.7,NA,6.1,NA,29.2,NA,Harte,609969,1556 E 56TH ST,ES,41.79344724,-87.5868546,c(-87.5868545966883,HYDE PARK
37,1.50163E+14,School,Bridge Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,33.3,37.3,28.4,22.1,20.4,12.3,48.4,44.7,Bridge,609810,3800 N NEW ENGLAND AVE,ES,41.94911439,-87.79866892,c(-87.7986689205592,DUNNING
38,1.50163E+14,School,Bright Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,59.8,53.4,15.3,20.9,6.1,4.7,17.4,8.3,Bright,609811,10740 S CALHOUN AVE,ES,41.69972622,-87.56208423,c(-87.5620842299844,SOUTH DEERING
39,1.50163E+14,School,Brighton Park Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,41.6,41.2,20.2,20.4,7.6,7,42.2,43.1,Brighton Park,610317,3825 S WASHTENAW AVE,ES,41.8239,-87.69207693,c(-87.6920769300629,BRIGHTON PARK
40,1.50163E+14,School,Bronzeville Classical Elementary School,City of Chicago SD 299,Chicago,ELEMENTARY,6.8,NA,75.9,66.7,59,58.3,80.4,NA,Bronzeville Classical,610590,8 W ROOT ST,ES,41.81924917,-87.62662118,c(-87.6266211792558,GRAND BOULEVARD
41,1.50163E+14,School,Brown  W Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,33.7,NA,9.7,NA,5.2,NA,2.7,NA,Brown W,609812,54 N HERMITAGE AVE,ES,41.88299678,-87.67068239,c(-87.670682390474,NEAR WEST SIDE
42,1.50163E+14,School,Brown R Elem Community Acad,City of Chicago SD 299,Chicago,ELEMENTARY,24.7,NA,19.6,NA,4.8,NA,24.6,NA,Brown R,610091,12607 S UNION AVE,ES,41.66487335,-87.63895773,c(-87.6389577251878,WEST PULLMAN
43,1.50163E+14,School,Brownell Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,37.1,NA,14.9,NA,10.8,NA,37.5,NA,Brownell,609813,6741 S MICHIGAN AVE,ES,41.77162036,-87.62174597,c(-87.6217459683575,GREATER GRAND CROSSING
44,1.50163E+14,School,Brunson Math & Sci Specialty Elem,City of Chicago SD 299,Chicago,ELEMENTARY,46.9,40.4,8.2,17.2,3,10,13.7,NA,Brunson,609830,932 N CENTRAL AVE,ES,41.89766257,-87.76560566,c(-87.7656056585323,AUSTIN
45,1.50163E+14,School,Budlong Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,29.8,38.1,35.6,20.2,25.3,15,52.3,49,Budlong,609817,2701 W FOSTER AVE,ES,41.97575433,-87.69655603,c(-87.6965560321737,LINCOLN SQUARE
46,1.50163E+14,School,Burbank Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,35.7,34.5,12.4,12.6,7.4,6.8,41,43.3,Burbank,609818,2035 N MOBILE AVE,ES,41.91759814,-87.78269957,c(-87.7826995708567,BELMONT CRAGIN
47,1.50163E+14,School,Burke Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,59.6,NA,2.9,NA,2.3,NA,0,NA,Burke,609819,5356 S KING DR,ES,41.79675956,-87.61614052,c(-87.6161405235868,WASHINGTON PARK
48,1.50163E+14,School,Burley Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,11.1,19,67.8,49.1,65.8,32.1,88.2,78.6,Burley,609820,1630 W BARRY AVE,ES,41.93793747,-87.66985312,c(-87.6698531241136,LAKE VIEW
49,1.50163E+14,School,Burnham Elem Inclusive Academy,City of Chicago SD 299,Chicago,ELEMENTARY,43.1,NA,5.9,10,1,0,14.7,NA,Burnham,609821,9928 S CRANDON AVE,ES,41.71440206,-87.56713059,c(-87.5671305913564,SOUTH DEERING
50,1.50163E+14,School,Burnside Elem Scholastic Academy,City of Chicago SD 299,Chicago,ELEMENTARY,23.7,NA,31.2,NA,9.5,NA,40.6,NA,Burnside,609827,650 E 91ST PL,ES,41.72848064,-87.60743532,c(-87.6074353212801,CHATHAM
51,1.50163E+14,School,Burr Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,12.5,16.6,58.2,45.6,41.2,25.7,69.6,52.3,Burr,609828,1621 W WABANSIA AVE,ES,41.91235791,-87.6686606,c(-87.6686606037651,WEST TOWN
52,1.50163E+14,School,Burroughs Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,31.9,31.6,44,43.2,23.3,23.1,56.6,58.9,Burroughs,609829,3542 S WASHTENAW AVE,ES,41.82886791,-87.69245663,c(-87.6924566292202,BRIGHTON PARK
53,1.50163E+14,School,Byrne Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,35.7,35.7,34.8,34.7,16.8,15.5,58.7,59.1,Byrne,609832,5329 S OAK PARK AVE,ES,41.79503097,-87.79154448,c(-87.7915444826915,GARFIELD RIDGE
54,1.50163E+14,School,Calmeca Acad Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,34.9,35.1,10.9,10.9,3.2,3.1,30.1,30.6,Calmeca,610353,3456 W 38TH ST,ES,41.82437733,-87.71165364,c(-87.7116536405699,BRIGHTON PARK
55,1.50163E+14,School,Cameron Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,23,20.3,9.8,10.7,3,3.2,27.7,27.7,Cameron,609835,1234 N MONTICELLO AVE,ES,41.90379212,-87.71792664,c(-87.7179266351954,HUMBOLDT PARK
56,1.50163E+14,School,Camras Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,32,31.7,14.7,14.7,10.5,10.8,31.1,30.5,Camras,610539,3000 N MANGO AVE,ES,41.93493062,-87.77012726,c(-87.7701272579669,BELMONT CRAGIN
57,1.50163E+14,School,Canty Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,26.7,33.9,47.3,41.9,35.7,26.6,57.8,50,Canty,609836,3740 N PANAMA AVE,ES,41.94800703,-87.8292957,c(-87.8292957010091,DUNNING
58,1.50163E+14,School,Cardenas Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,33.8,33.6,28.8,28.8,18.5,18.2,38.5,38.1,Cardenas,610024,2345 S MILLARD AVE,ES,41.84848777,-87.71601741,c(-87.7160174073361,SOUTH LAWNDALE
59,1.50163E+14,School,Carnegie Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,34.4,NA,33.6,NA,17.8,NA,41,NA,Carnegie,609837,1414 E 61ST PL,ES,41.78336832,-87.59079501,c(-87.5907950092498,WOODLAWN
60,1.50163E+14,School,Carroll Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,32.4,33.3,19.5,15.2,9.6,18.2,38,NA,Carroll,609839,2929 W 83RD ST,ES,41.74251663,-87.69601208,c(-87.6960120751263,ASHBURN
61,1.50163E+14,School,Carson Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,20.3,19.9,33.8,33.8,18,18.1,42.1,43.2,Carson,609842,5516 S MAPLEWOOD AVE,ES,41.79327214,-87.68779954,c(-87.6877995432107,GAGE PARK
62,1.50163E+14,School,Carter Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,30,NA,7.7,NA,5.6,NA,27,NA,Carter,609844,5740 S MICHIGAN AVE,ES,41.78982791,-87.62245275,c(-87.6224527519028,WASHINGTON PARK
63,1.50163E+14,School,Carver Primary School,City of Chicago SD 299,Chicago,ELEMENTARY,43.7,NA,7,NA,2.6,NA,11.4,NA,Carver G,609845,901 E 133RD PL,ES,41.65370212,-87.59951563,c(-87.5995156321937,RIVERDALE
64,1.50163E+14,School,Casals Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,25,24.4,41.1,46.4,18.6,21.9,38,44.1,Casals,610021,3501 W POTOMAC AVE,ES,41.90450276,-87.71423365,c(-87.7142336467136,HUMBOLDT PARK
65,1.50163E+14,School,Cassell Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,23.4,19.5,42.3,20.8,36.4,20.8,60.5,33.3,Cassell,609849,11314 S SPAULDING AVE,ES,41.68734706,-87.70321549,c(-87.7032154882779,MOUNT GREENWOOD
66,1.50163E+14,School,Cather Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,42.8,NA,6.7,NA,3.8,NA,10.1,NA,Cather,610251,2908 W WASHINGTON BLVD,ES,41.88294992,-87.69918701,c(-87.6991870090261,EAST GARFIELD PARK
67,1.50163E+14,School,Chalmers Elem Specialty School,City of Chicago SD 299,Chicago,ELEMENTARY,11.7,NA,8.8,NA,3.4,NA,17.6,NA,Chalmers,609851,2745 W ROOSEVELT RD,ES,41.86643525,-87.69525937,c(-87.6952593685325,NORTH LAWNDALE
68,1.50163E+14,School,Chappell Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,21.5,21.7,38.4,25.3,31.9,16.2,62.5,49,Chappell,609852,2135 W FOSTER AVE,ES,41.9758943,-87.68326359,c(-87.6832635918994,LINCOLN SQUARE
69,1.50163E+14,School,Chase Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,36.2,37.8,23.8,22.4,8.1,7.5,40.9,40,Chase,609853,2021 N POINT ST,ES,41.91799265,-87.69456225,c(-87.6945622514896,LOGAN SQUARE
70,1.50163E+14,School,Chavez Elem Multicultural Acad Ct,City of Chicago SD 299,Chicago,ELEMENTARY,24,23.9,28,28.8,27.2,27.9,43,44.3,Chavez,610148,4747 S MARSHFIELD AVE,ES,41.80714283,-87.66603693,c(-87.666036934244,NEW CITY
71,1.50163E+14,School,Chicago Academy Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,26.2,27.9,25.9,20.5,23.8,18.2,43.6,38.1,Chicago Academy Es,610248,3400 N AUSTIN AVE,ES,41.94305592,-87.7781868,c(-87.7781868027471,DUNNING
72,1.50163E+14,School,Chicago World Language Academy,City of Chicago SD 299,Chicago,ELEMENTARY,12.7,17.5,46.2,43.5,39.6,27.5,57.4,60.7,Chicago World Language Academy,610060,1340 W HARRISON ST,ES,41.87429964,-87.66098467,c(-87.6609846718461,NEAR WEST SIDE
73,1.50163E+14,School,Chopin Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,52,53.8,11.7,13.3,4.4,4.7,21.2,25,Chopin,609854,2450 W RICE ST,ES,41.89671269,-87.68893676,c(-87.6889367624451,WEST TOWN
74,1.50163E+14,School,Christopher Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,54.5,53.5,7.2,7.2,6,5.6,22.6,26.4,Christopher,609855,5042 S ARTESIAN AVE,ES,41.80165862,-87.685607,c(-87.6856070030601,GAGE PARK
75,1.50163E+14,School,Claremont Academy Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,39.7,47.9,13.9,13,9.1,13.5,21.3,22.2,Claremont,610347,2300 W 64TH ST,ES,41.77751051,-87.6810612,c(-87.6810611976981,CHICAGO LAWN
76,1.50163E+14,School,Clark  G R Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,24.3,NA,22.8,27.8,14.9,19.4,36.8,43.8,Clark Es,609795,1045 S MONITOR AVE,ES,41.86781257,-87.77041753,c(-87.7704175273765,AUSTIN
77,1.50163E+14,School,Clay Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,37.7,34.6,16.3,19.4,7.6,9.5,25.2,28.9,Clay,609856,13231 S BURLEY AVE,ES,41.65455815,-87.5446136,c(-87.5446135976815,HEGEWISCH
78,1.50163E+14,School,Cleveland Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,34.4,35.8,22.1,19.7,12.2,9.6,35.4,35.8,Cleveland,609857,3121 W BYRON ST,ES,41.95204212,-87.70644253,c(-87.7064425254556,IRVING PARK
79,1.50163E+14,School,Clinton Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,33.3,35.5,22.4,14.9,18.3,9.3,29.4,27.3,Clinton,609859,6110 N FAIRFIELD AVE,ES,41.99254136,-87.69835995,c(-87.6983599543119,WEST RIDGE
80,1.50163E+14,School,Clissold Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,26.7,28.2,22,20,9.7,8,41.6,NA,Clissold,609861,2350 W 110TH PL,ES,41.69302601,-87.68089679,c(-87.6808967872127,MORGAN PARK
81,1.50163E+14,School,Colemon J Elem Academy,City of Chicago SD 299,Chicago,ELEMENTARY,28.3,NA,22.9,NA,16.9,NA,43.2,NA,Colemon,610199,1441 W 119TH ST,ES,41.67750545,-87.65811084,c(-87.6581108388511,WEST PULLMAN
82,1.50163E+14,School,Coles Elem Language Academy,City of Chicago SD 299,Chicago,ELEMENTARY,47.1,NA,8.6,NA,2.5,NA,14.3,NA,Coles,609862,8441 S YATES BLVD,ES,41.74141281,-87.56596977,c(-87.5659697718122,SOUTH CHICAGO
83,1.50163E+14,School,Columbia Explorers Elem Academy,City of Chicago SD 299,Chicago,ELEMENTARY,19.4,18.8,41,41.4,19.9,20,57.7,57.7,Columbia Explorers,610170,4520 S KEDZIE AVE,ES,41.81106861,-87.70419859,c(-87.7041985911247,BRIGHTON PARK
84,1.50163E+14,School,Columbus Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,20.7,25.4,20.4,17.1,14.1,4.9,36.9,46.2,Columbus,609863,1003 N LEAVITT ST,ES,41.89956578,-87.68193805,c(-87.6819380493147,WEST TOWN
85,1.50163E+14,School,Cook Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,30.4,NA,9.2,0,3.6,0,31.7,NA,Cook,609864,8150 S BISHOP ST,ES,41.74523702,-87.65977459,c(-87.6597745897933,AUBURN GRESHAM
86,1.50163E+14,School,Coonley Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,12.4,24.4,67.1,45.5,65.4,39.8,81.5,57.6,Coonley,609866,4046 N LEAVITT ST,ES,41.9555532,-87.6837653,c(-87.6837653007534,NORTH CENTER
87,1.50163E+14,School,Cooper Elem Dual Language Academy,City of Chicago SD 299,Chicago,ELEMENTARY,26,24.8,13.8,13.8,7.6,7.8,34.7,35.7,Cooper,609867,1624 W 19TH ST,ES,41.85603119,-87.66722708,c(-87.6672270844516,LOWER WEST SIDE
88,1.50163E+14,School,Corkery Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,54.7,48.5,8,8.7,5.5,6.2,15.4,16.9,Corkery,609870,2510 S KILDARE AVE,ES,41.84560242,-87.73119287,c(-87.7311928656751,SOUTH LAWNDALE
89,1.50163E+14,School,Courtenay Elem Language Arts Ctr,City of Chicago SD 299,Chicago,ELEMENTARY,49.8,42.7,11.9,5.4,5.1,5.4,41,42.9,Courtenay,610355,4420 N BEACON ST,ES,41.96230777,-87.66385296,c(-87.663852963103,UPTOWN
90,1.50163E+14,School,Crown Elem Comm Acd Fine Arts Ctr,City of Chicago SD 299,Chicago,ELEMENTARY,24.2,NA,24.4,20,3.8,0,34.4,NA,Crown,609873,2128 S SAINT LOUIS AVE,ES,41.85266349,-87.71247015,c(-87.712470150605,NORTH LAWNDALE
91,1.50163E+14,School,Cuffe Math-Sci Tech Elem Academy,City of Chicago SD 299,Chicago,ELEMENTARY,29.6,NA,19,NA,10.3,NA,28.9,NA,Cuffe,610003,8324 S RACINE AVE,ES,41.74245163,-87.65363345,c(-87.6536334470635,AUBURN GRESHAM
92,1.50163E+14,School,Cullen Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,21.9,NA,19.8,NA,8.1,NA,39,NA,Cullen,610004,10650 S EBERHART AVE,ES,41.70033514,-87.61124446,c(-87.6112444584194,ROSELAND
93,1.50163E+14,School,Curtis Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,54.7,NA,3.3,0,1,0,4.3,NA,Curtis,609900,32 E 115TH ST,ES,41.6854184,-87.62165261,c(-87.6216526075729,ROSELAND
94,1.50163E+14,School,Daisy Bates Academy of Social Justice,City of Chicago SD 299,Chicago,ELEMENTARY,36.8,NA,14.5,NA,2.2,NA,33.3,NA,Daisy Bates,609833,8546 S CREGIER AVE,ES,41.73922636,-87.58072903,c(-87.5807290276637,AVALON PARK
95,1.50163E+14,School,Daley Elem Academy,City of Chicago SD 299,Chicago,ELEMENTARY,29,28.1,2.9,3.2,1.6,1.8,17,17.4,Daley,610239,5024 S WOLCOTT AVE,ES,41.80234287,-87.6722064,c(-87.6722064021581,NEW CITY
96,1.50163E+14,School,Darwin Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,24.2,24.5,22.5,21.2,10,11,30.6,26,Darwin,609875,3116 W BELDEN AVE,ES,41.92332272,-87.70541291,c(-87.7054129138402,LOGAN SQUARE
97,1.50163E+14,School,Davis M Magnet Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,24,NA,10.7,9.1,16.9,36.4,33.3,NA,Davis M,610521,6740 S PAULINA ST,ES,41.77122111,-87.66652988,c(-87.6665298832492,WEST ENGLEWOOD
98,1.50163E+14,School,Davis N Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,34.3,33.5,6.2,5.9,5.2,5.2,29.7,29.6,Davis N,609876,3014 W 39TH PL,ES,41.82185161,-87.70020216,c(-87.7002021602538,BRIGHTON PARK
99,1.50163E+14,School,Dawes Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,35.5,35.4,20.9,20.5,13.2,14.1,40.5,40.5,Dawes,609879,3810 W 81ST PL,ES,41.74507775,-87.71735342,c(-87.7173534236251,ASHBURN
100,1.50163E+14,School,De Diego Elem Community Academy,City of Chicago SD 299,Chicago,ELEMENTARY,58.8,59.7,12.8,15.8,7.4,8.7,24,23.9,De Diego,610313,1313 N CLAREMONT AVE,ES,41.90529385,-87.6857562,c(-87.6857562038406,WEST TOWN
101,1.50163E+14,School,Decatur Classical Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,12.4,NA,91,96.8,87.5,83.9,100,NA,Decatur,609880,7030 N SACRAMENTO AVE,ES,42.00928856,-87.70461859,c(-87.7046185932161,WEST RIDGE
102,1.50163E+14,School,Deneen Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,37.6,NA,12.7,NA,1.5,NA,15.1,NA,Deneen,609883,7240 S WABASH AVE,ES,41.76249026,-87.62334459,c(-87.6233445892565,GREATER GRAND CROSSING
